# Cryptococcus neoformans H99 gene information
# Downloaded from FungiDB 59, 2022-09-05
GeneID	ProductDescription	GeneName	CuratedGOComponents	CuratedGOFunctions	CuratedGOProcesses
CNAG_06553	hypothetical protein	GAL83	NA	NA	adhesion of symbiont to host endothelial cell;cellular response to antibiotic;cellular response to dithiothreitol;cellular response to hydrogen peroxide;cellular response to menadione;cellular response to salt stress;cellular response to sodium dodecyl sulfate;cellular response to sorbitol;cellular 
CNAG_06554	FAD dependent oxidoreductase	NA	NA	NA	NA
CNAG_06555	aromatic amino acid aminotransferase I	NA	NA	NA	NA
CNAG_06556	oxidoreductase	NA	NA	NA	NA
CNAG_06557	membrane protein	NA	NA	NA	NA
CNAG_06558	NADPH-ferrihemoprotein reductase	NA	NA	NA	NA
CNAG_06559	cysteine and glycine-rich protein	NA	NA	NA	NA
CNAG_06560	esterase	NA	NA	NA	NA
CNAG_06561	allantoate transporter	NA	NA	NA	NA
CNAG_06562	hypothetical protein	NA	NA	NA	NA
CNAG_06563	translation initiation factor 3 subunit F	NA	NA	NA	NA
CNAG_06564	clathrin-coated vesicle protein	NA	NA	NA	NA
CNAG_06565	hypothetical protein	NA	NA	NA	NA
CNAG_06566	hypothetical protein	NA	NA	NA	NA
CNAG_06567	hypothetical protein	NA	NA	NA	NA
CNAG_06568	RAN protein kinase	SKS1	NA	NA	positive regulation of melanin biosynthetic process
CNAG_06569	membrane transporter	NA	NA	NA	NA
CNAG_06570	hypothetical protein	NA	NA	NA	NA
CNAG_06573	hypothetical protein	NA	NA	NA	NA
CNAG_06574	antiphagocytic protein 1	APP1	NA	NA	NA
CNAG_06576	cAMP-regulated gene 1	CAR1	NA	NA	NA
CNAG_06577	hypothetical protein	NA	NA	NA	NA
CNAG_06578	hypothetical protein	NA	NA	NA	NA
CNAG_06583	hypothetical protein	NA	NA	NA	NA
CNAG_06584	hypothetical protein	NA	NA	NA	NA
CNAG_06585	pre-mRNA-splicing helicase BRR2	NA	NA	NA	NA
CNAG_06587	cytoplasmic protein	OCA2	NA	NA	NA
CNAG_06588	hypothetical protein	NA	NA	NA	NA
CNAG_06589	endoribonuclease L-PSP	NA	NA	NA	NA
CNAG_06590	hypothetical protein	NA	NA	NA	NA
CNAG_06591	histone deacetylase complex subunit, putative	SET302	NA	NA	capsule organization;melanin biosynthetic process
CNAG_06592	ubiquitin-conjugating enzyme E2 G1	UBC7	NA	NA	NA
CNAG_06593	rhamnogalacturonan lyase	NA	NA	NA	NA
CNAG_06594	oxysterol binding protein	NA	NA	NA	NA
CNAG_06595	hypothetical protein	NA	NA	NA	NA
CNAG_06596	hypothetical protein	NA	NA	NA	NA
CNAG_06597	transcriptional activator SPT8	SPT8	NA	NA	NA
CNAG_06598	hypothetical protein	NA	NA	NA	NA
CNAG_06599	hypothetical protein	NA	NA	NA	NA
CNAG_06600	vesicle-fusing ATPase	NA	NA	NA	NA
CNAG_06601	amidohydrolase	NA	NA	NA	NA
CNAG_06602	cysteine-type peptidase	NA	NA	NA	NA
CNAG_06603	di- and tripeptidase	NA	NA	NA	NA
CNAG_06604	hypothetical protein	NA	NA	NA	NA
CNAG_06605	small subunit ribosomal protein S2	NA	extracellular vesicle	NA	NA
CNAG_06606	rho family GTPase	RHO104	NA	NA	filamentous growth
CNAG_06607	DNA polymerase alpha subunit A	NA	NA	NA	NA
CNAG_06608	hypothetical protein	NA	NA	protein binding	NA
CNAG_06609	hypothetical protein	NA	NA	NA	NA
CNAG_06610	MFS transporter	NA	NA	NA	NA
CNAG_06611	DNA-directed RNA polymerase I subunit RPA2	NA	NA	NA	NA
CNAG_06612	hypothetical protein	NA	NA	NA	NA
CNAG_06613	endoplasmic reticulum protein	NA	NA	NA	NA
CNAG_06614	glycerophosphodiesterase	NA	NA	NA	NA
CNAG_06616	hypothetical protein	NA	NA	NA	NA
CNAG_06617	hypothetical protein	NA	NA	NA	NA
CNAG_06620	mitochondrial Rho GTPase 1	NA	NA	NA	NA
CNAG_06621	biotin synthase	NA	NA	NA	NA
CNAG_06622	hypothetical protein	NA	NA	NA	NA
CNAG_06623	inositol oxygenase	NA	NA	NA	NA
CNAG_06624	hypothetical protein	NA	NA	NA	NA
CNAG_06625	UBX domain-containing protein 1	NA	NA	NA	NA
CNAG_06626	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43	NA	NA	NA	NA
CNAG_06627	pre-mRNA-processing factor 40	NA	NA	NA	NA
CNAG_06628	aldehyde dehydrogenase (NAD)	NA	NA	NA	NA
CNAG_06629	hypothetical protein	NA	NA	NA	NA
CNAG_06630	import inner membrane translocase subunit tim44	NA	NA	NA	NA
CNAG_06631	myosin heavy chain	NA	NA	NA	NA
CNAG_06632	Atypical/ABC1 protein kinase	ABC1	NA	NA	cellular response to heat;cellular response to hydrogen peroxide;cellular response to tunicamycin;negative regulation of capsule organization;negative regulation of melanin biosynthetic process;positive regulation of urease activity
CNAG_06633	small subunit ribosomal protein S15	NA	extracellular vesicle	NA	NA
CNAG_06634	DNA polymerase epsilon subunit B	NA	NA	NA	NA
CNAG_06635	CCR4-NOT transcription complex subunit 3	NA	NA	NA	NA
CNAG_06636	hypothetical protein	NA	NA	NA	NA
CNAG_06637	ubiquitin carboxyl-terminal hydrolase 22/27/51	NA	NA	NA	NA
CNAG_06638	malate dehydrogenase (oxaloacetate- decarboxylating)	NA	NA	NA	NA
CNAG_06639	E3 ubiquitin-protein ligase MARCH6	NA	NA	NA	NA
CNAG_06640	cathepsin A (carboxypeptidase C)	NA	NA	NA	NA
CNAG_06641	DNA-directed RNA polymerase III subunit RPC6	NA	NA	NA	NA
CNAG_06642	Atypical/PIKK/FRAP protein kinase	TOR1	NA	NA	NA
CNAG_06643	ribonuclease III	NA	NA	NA	NA
CNAG_06644	C-22 sterol desaturase	ERG5	NA	NA	NA
CNAG_06645	methylenetetrahydrofolate dehydrogenase (NAD)	MTD1	NA	NA	NA
CNAG_06646	protein yop1	YOP1	NA	NA	endoplasmic reticulum tubular network organization;response to drug
CNAG_06647	hypothetical protein	CDC1	NA	NA	cellular response to sodium dodecyl sulfate;cellular response to tunicamycin;negative regulation of capsule organization
CNAG_06648	RNA polymerase-associated protein RTF1	RTF1	NA	NA	melanin biosynthetic process
CNAG_06649	Haloacid dehalogenase, type II	NA	NA	NA	NA
CNAG_06650	hypothetical protein	NA	NA	NA	NA
CNAG_06651	amidohydrolase	NA	NA	NA	NA
CNAG_06652	allantoate permease	NA	NA	NA	NA
CNAG_06653	hypothetical protein	NA	NA	NA	NA
CNAG_06654	hypothetical protein	NA	NA	NA	NA
CNAG_06655	GPI-anchor transamidase	GPI8	NA	NA	NA
CNAG_06656	Diphthine synthase	NA	NA	NA	NA
CNAG_06657	hypothetical protein	NA	NA	NA	NA
CNAG_06658	rhomboid family membrane protein	NA	NA	NA	cellular response to salt stress
CNAG_06659	beta-hexosaminidase	HEX1	NA	NA	NA
CNAG_06660	hypothetical protein	NA	NA	NA	NA
CNAG_06661	hypothetical protein	NA	NA	NA	NA
CNAG_06662	hypothetical protein	NA	NA	NA	NA
CNAG_06663	ubiquinol-cytochrome c reductase subunit 6	NA	NA	NA	NA
CNAG_06664	sorting nexin Mvp1	NA	NA	NA	NA
CNAG_06665	hypothetical protein	NA	NA	NA	NA
CNAG_06666	starch phosphorylase	NA	NA	NA	NA
CNAG_06667	hypothetical protein	NA	NA	NA	NA
CNAG_06668	mitochondrial protein	NA	NA	NA	NA
CNAG_06669	hypothetical protein	NA	NA	NA	NA
CNAG_06670	HIV Tat-specific factor 1	NA	NA	NA	NA
CNAG_06671	TKL protein kinase	YKL1	NA	NA	cellular response to hydrogen peroxide;positive regulation of capsule organization;regulation of urease activity
CNAG_06672	formate dehydrogenase	NA	NA	NA	NA
CNAG_06673	hypothetical protein	NA	NA	NA	NA
CNAG_06674	hypothetical protein	NA	NA	NA	NA
CNAG_06675	hypothetical protein	NA	NA	NA	NA
CNAG_06676	hypothetical protein	NA	NA	NA	NA
CNAG_06677	hypothetical protein	NA	NA	NA	NA
CNAG_06678	putative chitin synthase regulator	CSR1	NA	NA	NA
CNAG_06679	anthranilate synthase component I	NA	NA	NA	NA
CNAG_06680	COP9 signalosome complex subunit 6	NA	NA	NA	NA
CNAG_06681	hypothetical protein	NA	NA	NA	NA
CNAG_06683	hypothetical protein	NA	NA	NA	NA
CNAG_06684	pre-rRNA-processing protein IPI3	NA	NA	NA	NA
CNAG_06685	U2-associated protein SR140	NA	NA	NA	NA
CNAG_06686	hypothetical protein	NA	NA	NA	NA
CNAG_06687	hypothetical protein	NA	NA	NA	NA
CNAG_06688	mitofusin	NA	NA	NA	NA
CNAG_06689	cytoplasmic protein	NA	NA	NA	NA
CNAG_06690	hypothetical protein	NA	NA	NA	NA
CNAG_06691	tuftelin-interacting protein 11	NA	NA	NA	NA
CNAG_06692	glucosamine-phosphate N-acetyltransferase	NA	NA	NA	NA
CNAG_06693	hypothetical protein	NA	NA	NA	NA
CNAG_06694	hydroxyisourate hydrolase	URO2	NA	NA	NA
CNAG_06695	Macrophage activating regulator of cell wall-1	MAR1	cell surface;endomembrane system	NA	capsule organization;cellular protein localization;cellular response to alkaline pH;cellular response to heat;cellular response to salt;cellular response to sodium dodecyl sulfate;fungal-type cell wall organization;vesicle-mediated transport
CNAG_06696	protein phosphatase PP2A regulatory subunit B	NA	NA	NA	NA
CNAG_06697	TTK protein kinase	MPS1	NA	NA	cellular response to antibiotic;cellular response to cadmium ion;cellular response to dithiothreitol;cellular response to heat;cellular response to hydroxyurea;cellular response to menadione;cellular response to methyl methanesulfonate;cellular response to salt stress;cellular response to tert-butyl
CNAG_06698	phosphatase	HAD9	NA	NA	NA
CNAG_06699	glyceraldehyde-3-phosphate dehydrogenase	GPD1	extracellular vesicle	NA	NA
CNAG_06703	hypothetical protein	NA	NA	NA	NA
CNAG_06704	hypothetical protein	NA	NA	NA	NA
CNAG_06705	hypothetical protein	NA	NA	NA	NA
CNAG_06706	proline-, glutamic acid- and leucine-rich protein 1	NA	NA	NA	NA
CNAG_06707	hypothetical protein	NA	NA	NA	NA
CNAG_06708	dCMP deaminase	NA	NA	NA	NA
CNAG_06709	hypothetical protein	NA	NA	NA	NA
CNAG_06710	hypothetical protein	NA	NA	NA	NA
CNAG_06711	signal recognition particle receptor subunit beta	NA	NA	NA	NA
CNAG_06712	hypothetical protein	NA	NA	NA	NA
CNAG_06713	cysteine-tRNA ligase	NA	NA	NA	NA
CNAG_06714	endoplasmic reticulum vesicle protein 25	NA	NA	NA	NA
CNAG_06715	hypothetical protein	NA	NA	NA	NA
CNAG_06716	hypothetical protein	NA	NA	NA	NA
CNAG_06717	Acyl-CoA-dependent ceramide synthase	NA	NA	NA	NA
CNAG_06718	hypothetical protein	NA	NA	NA	NA
CNAG_06719	hypothetical protein	FZC49	NA	NA	negative regulation of capsule organization;response to diamide;response to tert-butyl hydroperoxide
CNAG_06722	hypothetical protein	NA	NA	NA	NA
CNAG_06723	succinate dehydrogenase (ubiquinone) membrane anchor subunit	NA	NA	NA	NA
CNAG_06724	DNA repair and recombination protein RAD52	NA	NA	NA	NA
CNAG_06725	DNA polymerase delta subunit 2	NA	NA	NA	NA
CNAG_06726	chitin synthase regulator 3	CSR3	NA	NA	NA
CNAG_06727	hypothetical protein, variant 2	NA	NA	NA	NA
CNAG_06728	kinesin	NA	NA	NA	NA
CNAG_06729	hypothetical protein	NA	NA	NA	NA
CNAG_06730	CMGC/GSK protein kinase	GSK3	NA	NA	cellular response to antibiotic;cellular response to cadmium ion;cellular response to diamide;cellular response to dithiothreitol;cellular response to heat;cellular response to hydrogen peroxide;cellular response to hydroxyurea;cellular response to menadione;cellular response to methyl methanesulfon
CNAG_06731	hypothetical protein	NA	NA	NA	NA
CNAG_06732	hypothetical protein	NA	NA	NA	NA
CNAG_06733	19S proteasome regulatory particle base assembly chaperone, putative	RPN14	NA	NA	NA
CNAG_06734	DNA-directed RNA polymerase I, II, and III subunit rpabc5	NA	NA	NA	NA
CNAG_06737	vacuolar protein sorting-associated protein	NA	NA	NA	NA
CNAG_06738	hypothetical protein	NA	NA	NA	NA
CNAG_06739	dethiobiotin synthase	NA	NA	NA	NA
CNAG_06740	septation protein imp2	NA	NA	NA	NA
CNAG_06741	ATP-dependent RNA helicase DBP10	NA	NA	NA	NA
CNAG_06742	pre-60S factor REI1	NA	NA	NA	NA
CNAG_06743	hypothetical protein	NA	NA	NA	NA
CNAG_06744	chromatin structure-remodeling complex subunit RSC9	RSC9	NA	NA	cell-cell fusion
CNAG_06745	Histone H3	H3	NA	protein binding	NA
CNAG_06746	Histone H2B	H2B	NA	protein binding	NA
CNAG_06747	Histone H2A	H2A-1	NA	protein binding	NA
CNAG_06748	U3 small nucleolar RNA-associated protein 7	NA	NA	NA	NA
CNAG_06749	hypothetical protein	NA	NA	NA	NA
CNAG_06750	hypothetical protein	NA	NA	NA	NA
CNAG_06751	hypothetical protein	HLH3	NA	NA	entry into host;negative regulation of capsule organization;response to diamide;response to heat;response to salt stress;response to sodium dodecyl sulfate
CNAG_06752	hypothetical protein, variant	NA	NA	NA	NA
CNAG_06753	nuclear cap-binding protein subunit 1	NA	NA	NA	NA
CNAG_06754	RNA polymerase-associated protein CTR9	NA	NA	NA	NA
CNAG_06755	threonine-tRNA ligase	NA	NA	NA	NA
CNAG_06756	pre-rRNA-processing protein ESF2	NA	NA	NA	NA
CNAG_06757	hypothetical protein	NA	NA	NA	NA
CNAG_06758	efflux protein	NA	NA	NA	NA
CNAG_06759	dehydrogenase	LPI1	NA	NA	NA
CNAG_06760	hypothetical protein	NA	NA	NA	NA
CNAG_06761	siderophore-iron transporter Str1	NA	NA	NA	NA
CNAG_06762	GATA transcription factor, capsule-independent antiphagocytic protein	GAT204	NA	NA	capsule organization;response to cadmium ion;response to hydrogen peroxide
CNAG_06763	serine-tRNA ligase	NA	NA	NA	NA
CNAG_06764	Short-chain dehydrogenase	NA	NA	NA	NA
CNAG_06765	Low mating performance protein	LMP1	NA	NA	NA
CNAG_06766	U3 small nucleolar RNA-associated protein 14	NA	NA	NA	NA
CNAG_06767	F-type H -transporting ATPase subunit delta	NA	NA	NA	NA
CNAG_06769	DNA polymerase gamma 1	NA	NA	NA	NA
CNAG_06770	fructose-bisphosphate aldolase 1	FBA1	NA	NA	NA
CNAG_06771	hypothetical protein	NA	NA	NA	NA
CNAG_06772	nucleoporin SEH1	NA	NA	NA	NA
CNAG_06773	protein transporter SEC24	SEC24	NA	NA	NA
CNAG_06774	tRNA (guanine-N(7)-)-methyltransferase	NA	NA	NA	NA
CNAG_06775	hypothetical protein	NA	NA	NA	NA
CNAG_06776	membrane protein	NA	NA	NA	NA
CNAG_06777	fructosyl amino acid oxidase	NA	NA	NA	NA
CNAG_06778	serine-threonine kinase receptor-associated protein	NA	NA	NA	NA
CNAG_06779	small nuclear ribonucleoprotein D1	NA	NA	NA	NA
CNAG_06780	hypothetical protein	NA	NA	NA	NA
CNAG_06781	hypothetical protein	NA	NA	NA	NA
CNAG_06782	putative alpha-1,2-mannosyltransferase	MNN2	NA	NA	NA
CNAG_06783	enoyl reductase	NA	NA	NA	NA
CNAG_06784	hypothetical protein, variant	NA	NA	NA	NA
CNAG_06785	kynurenine 3-monooxygenase	NA	NA	NA	NA
CNAG_06786	hypothetical protein	NA	NA	NA	NA
CNAG_06787	metacaspase	NA	NA	NA	NA
CNAG_06790	hypothetical protein	NA	NA	NA	NA
CNAG_06791	hypothetical protein	NA	NA	NA	NA
CNAG_06792	hypothetical protein	NA	NA	NA	NA
CNAG_06793	exonuclease 1	NA	NA	NA	NA
CNAG_06794	hypothetical protein	NA	NA	NA	NA
CNAG_06795	hypothetical protein	NA	NA	NA	NA
CNAG_06796	serine/arginine repetitive matrix protein 1	NA	NA	NA	NA
CNAG_06797	lysine-specific demethylase 3	NA	NA	NA	NA
CNAG_06798	U3 small nucleolar RNA-associated protein 18	NA	NA	NA	NA
CNAG_06799	uroporphyrinogen decarboxylase	HEM12	NA	NA	NA
CNAG_06800	hypothetical protein	NA	NA	NA	NA
CNAG_06801	hypothetical protein	NA	NA	NA	NA
CNAG_06802	hypothetical protein	NA	NA	NA	NA
CNAG_06804	BTP/PZ domain-containing protein	BSP3	NA	NA	NA
CNAG_06805	hypothetical protein	NA	NA	NA	NA
CNAG_06806	electron transfer flavoprotein alpha subunit	ETF1alpha	NA	NA	NA
CNAG_06807	hypothetical protein	NA	NA	NA	NA
CNAG_06808	pheromone a factor receptor	STE3alpha	NA	NA	NA
CNAG_06809	IKS protein kinase	IKS1	NA	NA	cellular response to hydrogen peroxide;cellular response to methyl methanesulfonate;cellular response to salt stress;cellular response to sorbitol;negative regulation of capsule organization
CNAG_06810	hypothetical protein	NA	NA	NA	NA
CNAG_06811	large subunit ribosomal protein L22e	RPL22alpha	NA	NA	NA
CNAG_06812	phospholipase D, variant	SPO14alpha	NA	NA	NA
CNAG_06813	O-glucosyltransferase, putative	CAP1alpha	NA	NA	NA
CNAG_06814	Alpha cell-type homeodomain transcription factor	SXI1alpha	NA	NA	mating;regulation of urease activity;response to sodium dodecyl sulfate
CNAG_06815	putative fatty alcohol oxidase	FAO1	NA	NA	NA
CNAG_06816	hypothetical protein	NA	NA	NA	NA
CNAG_06817	uric acid xanthine permease	UAP1	NA	NA	NA
CNAG_06818	hypothetical protein	HAP1	NA	NA	negative regulation of capsule organization;response to heat
CNAG_06819	DNA helicase INO80	NA	NA	NA	NA
CNAG_06820	hypothetical protein	NA	NA	NA	NA
CNAG_06821	ferric reductase transmembrane component 4, variant	FRE2	NA	NA	NA
CNAG_06822	hypothetical protein	NA	NA	NA	NA
CNAG_06823	hypothetical protein	NA	NA	NA	NA
CNAG_06824	hypothetical protein	NA	NA	NA	NA
CNAG_06825	hypothetical protein	NA	NA	NA	NA
CNAG_06826	hypothetical protein	NA	NA	NA	NA
CNAG_06827	hypothetical protein	NA	NA	NA	NA
CNAG_06828	solute carrier family 36 (proton-coupled amino acid transporter)	NA	NA	NA	NA
CNAG_06829	Squalene monooxygenase	ERG1	NA	NA	NA
CNAG_06830	Histidinol dehydrogenase	NA	NA	NA	NA
CNAG_06831	hypothetical protein	NA	NA	NA	NA
CNAG_06832	glucosidase	KRE62	NA	NA	NA
CNAG_06833	hypothetical protein	NA	NA	NA	NA
CNAG_06834	dolichyl-phosphate-mannose-protein mannosyltransferase	PMT1	NA	NA	NA
CNAG_06835	glucosidase	KRE61	NA	NA	cellular response to heat;cellular response to salt stress
CNAG_06836	oxidoreductase	NA	NA	NA	NA
CNAG_06837	PH domain-containing protein	NA	NA	NA	NA
CNAG_06838	mitochondrial RNA helicase	NA	NA	NA	NA
CNAG_06839	Methylene-fatty-acyl-phospholipid synthase	NA	NA	NA	NA
CNAG_06840	elongation factor 2	NA	NA	NA	NA
CNAG_06843	hypothetical protein	NA	NA	NA	NA
CNAG_06844	hypothetical protein	NA	NA	NA	NA
CNAG_06845	STE/STE11/CDC15 protein kinase	NA	NA	NA	NA
CNAG_06846	hypothetical protein	NA	NA	NA	NA
CNAG_06847	small subunit ribosomal protein S28	NA	NA	NA	NA
CNAG_06848	ATP synthase subunit 9, mitochondrial	NA	NA	NA	NA
CNAG_06849	saccharopine dehydrogenase (NAD, L-lysine forming)	NA	NA	NA	NA
CNAG_06852	transcriptional coactivator HFI1/ADA1	NA	NA	NA	NA
CNAG_06853	hypothetical protein	NA	NA	NA	NA
CNAG_06854	hypothetical protein	NA	NA	NA	NA
CNAG_06860	nuclear protein	NA	NA	NA	NA
CNAG_06861	putative TFIID and saga complex component	TAF12	NA	NA	NA
CNAG_06862	vacuolar protein	NA	NA	NA	NA
CNAG_06863	hypothetical protein	NA	NA	NA	cellular response to heat
CNAG_06864	hypothetical protein, variant	NA	NA	NA	NA
CNAG_06865	translation machinery-associated protein 16	NA	NA	NA	NA
CNAG_06866	hypothetical protein	NA	NA	NA	NA
CNAG_06867	hypothetical protein	NA	NA	NA	NA
CNAG_06868	Phosphopyruvate hydratase	NA	NA	NA	NA
CNAG_06869	HPP family protein	NA	NA	NA	NA
CNAG_06870	hypothetical protein	NA	NA	NA	NA
CNAG_06871	hypothetical protein	FZC41	NA	NA	NA
CNAG_06872	5-oxoprolinase	NA	NA	NA	NA
CNAG_06873	5-oxoprolinase	NA	NA	NA	NA
CNAG_06874	HpcH/HpaI aldolase/citrate lyase	NA	NA	NA	NA
CNAG_06875	allantoate permease	NA	NA	NA	NA
CNAG_06876	Alpha-ketoglutarate-dependent taurine dioxygenase	NA	NA	NA	NA
CNAG_06877	hypothetical protein	NA	NA	NA	NA
CNAG_06879	hypothetical protein	NA	NA	NA	NA
CNAG_06880	mitochondrial protein	NA	NA	NA	NA
CNAG_06881	SBDS family rRNA metabolism protein	NA	NA	NA	NA
CNAG_06882	hypothetical protein	NA	NA	NA	NA
CNAG_06884	hypothetical protein	NA	NA	NA	NA
CNAG_06887	hypothetical protein	NA	NA	NA	NA
CNAG_06888	cytoplasmic protein	NA	NA	NA	NA
CNAG_06889	sodium-hydrogen antiporter	NA	NA	NA	NA
CNAG_06890	membrane transporter	NA	NA	NA	NA
CNAG_06891	hypothetical protein, variant	NA	NA	NA	NA
CNAG_06892	preconditioning-inducible protein	NA	NA	NA	NA
CNAG_06893	hypothetical protein	NA	NA	NA	NA
CNAG_06894	hypothetical protein	NA	NA	NA	NA
CNAG_06895	hypothetical protein	NA	NA	NA	NA
CNAG_06896	cytoplasmic protein	NA	NA	NA	NA
CNAG_06897	hypothetical protein	NA	NA	NA	NA
CNAG_06898	chitin synthase export chaperone	NA	NA	NA	NA
CNAG_06899	26S proteasome regulatory subunit N7	NA	NA	NA	NA
CNAG_06900	2,3-bisphosphoglycerate-independent phosphoglycerate mutase	NA	NA	NA	NA
CNAG_06901	UDP-N-acetylglucosamine-dolichyl-phosphate N- acetylglucosaminephosphotransferase	ALG7	NA	NA	NA
CNAG_06902	hypothetical protein	NA	NA	NA	NA
CNAG_06903	mRNA-decapping enzyme subunit 2	NA	NA	NA	NA
CNAG_06904	hypothetical protein	NA	NA	NA	NA
CNAG_06905	cytoplasmic protein	NA	NA	NA	NA
CNAG_06906	Translation initiation factor 4B	TIF3	P-body	NA	NA
CNAG_06907	hypothetical protein	NA	NA	NA	NA
CNAG_06908	pyridoxal biosynthesis lyase pdxS	NA	extracellular vesicle	NA	NA
CNAG_06909	ABC transporter family protein	NA	NA	NA	NA
CNAG_06910	beta-lactamase	NA	NA	NA	NA
CNAG_06911	hypothetical protein	NA	NA	NA	NA
CNAG_06912	hypothetical protein, variant	NA	NA	NA	NA
CNAG_06913	L-serine ammonia-lyase	NA	NA	NA	NA
CNAG_06914	tubulin gamma chain	TUB4	NA	NA	NA
CNAG_06915	hypothetical protein	NA	NA	NA	NA
CNAG_06916	hypothetical protein	NA	NA	NA	NA
CNAG_06917	thiol-specific antioxidant protein 3	NA	extracellular vesicle	NA	NA
CNAG_06918	hypothetical protein	NA	NA	NA	NA
CNAG_06919	rRNA 2'-O-methyltransferase fibrillarin	NOP1	nucleus	protein binding	NA
CNAG_06920	ubiquitin carboxyl-terminal hydrolase 10	NA	NA	NA	NA
CNAG_06921	hypothetical protein	HOB4	NA	NA	regulation of urease activity;response to hydrogen peroxide;response to tert-butyl hydroperoxide
CNAG_06922	anon-23da protein	NA	NA	NA	NA
CNAG_06923	xylulose 5-phosphate/fructose 6-phosphate phosphoketolase	XFP2	NA	NA	NA
CNAG_06924	beta-fructofuranosidase	NA	NA	NA	NA
CNAG_06925	arsenical-resistance protein	NA	NA	NA	NA
CNAG_06926	hypothetical protein	NA	NA	NA	NA
CNAG_06927	peptidyl-prolyl isomerase G (cyclophilin G)	NA	NA	NA	NA
CNAG_06928	hypothetical protein	NA	NA	NA	NA
CNAG_06929	IQ domain-containing GTPase activating protein, variant 2	NA	NA	NA	NA
CNAG_06930	hypothetical protein	NA	NA	NA	NA
CNAG_06931	Beta-glucosidase	NA	NA	NA	NA
CNAG_06932	Sugar transporter	NA	NA	NA	NA
CNAG_06934	hexose transporter protein, variant 3	NA	NA	NA	NA
CNAG_06935	isochorismatase hydrolase	NA	NA	NA	NA
CNAG_06936	Beta-glucosidase	NA	NA	NA	NA
CNAG_06938	hypothetical protein	NA	NA	NA	NA
CNAG_06939	hypothetical protein	NA	NA	NA	NA
CNAG_06942	nicotinamide mononucleotide permease	NA	NA	NA	NA
CNAG_06943	hypothetical protein	NA	NA	NA	NA
CNAG_06944	hypothetical protein	NA	NA	NA	NA
CNAG_06946	hypothetical protein	NA	NA	NA	NA
CNAG_06947	hypothetical protein	NA	NA	NA	NA
CNAG_06948	essential nuclear protein 1	NA	NA	NA	NA
CNAG_06949	hypothetical protein	NA	NA	NA	NA
CNAG_06953	hypothetical protein	NA	NA	NA	NA
CNAG_06954	hypothetical protein	NA	NA	NA	NA
CNAG_06955	hypothetical protein	NA	NA	NA	NA
CNAG_06956	hypothetical protein	NA	NA	NA	NA
CNAG_06957	hypothetical protein	NA	NA	NA	NA
CNAG_06958	hypothetical protein	NA	NA	NA	NA
CNAG_06962	DNA ligase D, 3'-phosphoesterase domain- containing protein	NA	NA	NA	NA
CNAG_06963	Sugar transporter	NA	NA	NA	NA
CNAG_06966	alkaline phosphatase D	AKP1	NA	NA	NA
CNAG_06967	Phytase	APH2	NA	NA	NA
CNAG_06968	hypothetical protein	NA	NA	NA	NA
CNAG_06969	magnesium-dependent phosphatase-1	HAD7	NA	NA	NA
CNAG_06971	myosin class v heavy chain	MYO2alpha	NA	NA	NA
CNAG_06973	hypothetical protein	NA	NA	NA	NA
CNAG_06976	ferric-chelate reductase	FRE6	NA	NA	NA
CNAG_06977	L-iditol 2-dehydrogenase	NA	NA	NA	NA
CNAG_06978	cytoplasmic protein	NA	NA	NA	NA
CNAG_06980	STE/STE11 protein kinase	STE11alpha	NA	NA	cellular response to cadmium ion;mating;regulation of urease activity
CNAG_06983	hypothetical protein	NA	NA	NA	NA
CNAG_06984	hypothetical protein	NA	NA	NA	NA
CNAG_06985	Beta-glucosidase	NA	NA	NA	NA
CNAG_06986	Sugar transporter	LPI8	NA	NA	NA
CNAG_06993	hypothetical protein	NA	NA	NA	NA
CNAG_06994	hypothetical protein	NA	NA	NA	NA
CNAG_06997	tRNA-dihydrouridine synthase 3	NA	NA	NA	NA
CNAG_06998	protein transporter SEC61 subunit alpha	NA	NA	NA	NA
CNAG_06999	hypothetical protein	NA	NA	NA	NA
CNAG_07000	hypothetical protein	NA	NA	NA	NA
CNAG_07002	hypothetical protein	NA	NA	NA	NA
CNAG_07004	dihydrolipoyl dehydrogenase	LPD1alpha	NA	NA	NA
CNAG_07005	Armadillo/beta-catenin repeat protein	BSP2	NA	NA	NA
CNAG_07008	hypothetical protein, variant	NA	NA	NA	NA
CNAG_07009	hypothetical protein	NA	NA	NA	NA
CNAG_07011	hypothetical protein	NA	NA	NA	NA
CNAG_07015	hypothetical protein	NA	NA	NA	NA
CNAG_07020	hypothetical protein	NA	NA	NA	NA
CNAG_07022	hypothetical protein	NA	NA	NA	NA
CNAG_07026	hypothetical protein	NA	NA	NA	NA
CNAG_07027	protein SPT2	NA	NA	NA	NA
CNAG_07028	26S proteasome regulatory subunit N11	RPN11	NA	NA	NA
CNAG_07029	vesicle-associated membrane protein 7	NA	NA	NA	NA
CNAG_07030	hypothetical protein	NA	NA	NA	NA
CNAG_07032	peroxiredoxin 5, atypical 2-Cys peroxiredoxin	NA	NA	NA	NA
CNAG_07033	hypothetical protein	NA	NA	NA	NA
CNAG_07041	hypothetical protein	NA	NA	NA	NA
CNAG_07042	hypothetical protein	NA	NA	NA	NA
CNAG_07043	hypothetical protein	NA	NA	NA	NA
CNAG_07076	hypothetical protein	NA	NA	NA	NA
