Gat201_4h_down,Gene,Product
1873,CNAG_07860,peptidyl-prolyl cis-trans isomerase-like 2
1874,CNAG_02330,large subunit ribosomal protein L21e
1875,CNAG_00993,ubiquinone biosynthesis monooxygenase Coq7
1876,CNAG_02898,RNA-binding protein 8A
1877,CNAG_04513,DNA-directed RNA polymerase III subunit RPC2
1878,CNAG_04014,26S proteasome regulatory subunit N9
1879,CNAG_03612,threonine synthase
1880,CNAG_06537,monocarboxylic acid transporter
1881,CNAG_00006,prohibitin-2
1882,CNAG_01825,hypothetical protein
1883,CNAG_05521,aldose reductase
1884,CNAG_00002,hypothetical protein
1885,CNAG_02209,nucleolar protein 56
1886,CNAG_06744,chromatin structure-remodeling complex subunit RSC9
1887,CNAG_07546,peptide chain release factor 1
1888,CNAG_01200,pre-mRNA-splicing factor 38A
1889,CNAG_03578,hypothetical protein
1890,CNAG_05227,hypothetical protein
1891,CNAG_02350,hypothetical protein
1892,CNAG_05969,O-sialoglycoprotein endopeptidase
1893,CNAG_04909,serine carboxypeptidase-like 33
1894,CNAG_04990,glutamate-5-semialdehyde dehydrogenase
1895,CNAG_03521,DNA-directed RNA polymerase III subunit RPC10
1896,CNAG_01491,hypothetical protein
1897,CNAG_02783,hypothetical protein
1898,CNAG_02931,hypothetical protein
1899,CNAG_06936,beta-glucosidase
1900,CNAG_05018,"hypothetical protein, variant"
1901,CNAG_05018,hypothetical protein
1902,CNAG_03065,ER-derived vesicles protein ERV14
1903,CNAG_07009,"hypothetical protein, variant 2"
1904,CNAG_07009,"hypothetical protein, variant 1"
1905,CNAG_07009,hypothetical protein
1906,CNAG_07009,"hypothetical protein, variant 3"
1907,CNAG_06471,small subunit ribosomal protein S12
1908,CNAG_06313,"phosphoglucomutase, variant"
1909,CNAG_06313,phosphoglucomutase
1910,CNAG_06742,pre-60S factor REI1
1911,CNAG_04730,hypothetical protein
1912,CNAG_01124,hypothetical protein
1913,CNAG_07473,valine-tRNA ligase
1914,CNAG_04914,small nuclear ribonucleoprotein G
1915,CNAG_04989,protein FRG1
1916,CNAG_05720,GTPase inhibitor
1917,CNAG_03411,hypothetical protein
1918,CNAG_03968,polyadenylate-binding protein 2
1919,CNAG_07681,hypothetical protein
1920,CNAG_00449,RNA-binding protein NOB1
1921,CNAG_00449,"RNA-binding protein NOB1, variant"
1922,CNAG_07420,hypothetical protein
1923,CNAG_02327,xaa-Pro dipeptidase
1924,CNAG_04256,hypothetical protein
1925,CNAG_00447,T-complex protein 1 subunit beta
1926,CNAG_01636,peptidyl-prolyl cis-trans isomerase-like 1
1927,CNAG_00557,U6 snRNA-associated Sm-like protein LSm8
1928,CNAG_06634,DNA polymerase epsilon subunit B
1929,CNAG_04746,hypothetical protein
1930,CNAG_02881,cytidine deaminase
1931,CNAG_02530,hypothetical protein
1932,CNAG_02198,mitochondrial inner membrane protease ATP23
1933,CNAG_01768,hypothetical protein
1934,CNAG_05311,"arsenite-resistant protein ASR2, variant"
1935,CNAG_05311,arsenite-resistant protein ASR2
1936,CNAG_00471,mitochondrial protein
1937,CNAG_07485,membrane protein
1938,CNAG_07485,"membrane protein, variant"
1939,CNAG_02905,hypothetical protein
1940,CNAG_04805,peptidyl-prolyl isomerase CWC27
1941,CNAG_05371,hypothetical protein
1942,CNAG_05084,phospholipase A-2-activating protein
1943,CNAG_04079,HAT1-interacting factor 1
1944,CNAG_04668,ubiquitin-conjugating enzyme E2 M
1945,CNAG_01895,hypothetical protein
1946,CNAG_06881,SBDS family rRNA metabolism protein
1947,CNAG_04601,glycine hydroxymethyltransferase
1948,CNAG_04498,"alpha-1,2-mannosidase"
1949,CNAG_00311,3-hydroxyisobutyryl-CoA hydrolase
1950,CNAG_05023,maltose O-acetyltransferase
1951,CNAG_05189,hypothetical protein
1952,CNAG_03008,hypothetical protein
1953,CNAG_01886,hypothetical protein
1954,CNAG_05483,prefoldin beta subunit
1955,CNAG_06738,hypothetical protein
1956,CNAG_06726,chitin synthase regulator 3
1957,CNAG_00906,nucleolar pre-ribosomal-associated protein 1
1958,CNAG_00906,"nucleolar pre-ribosomal-associated protein 1, variant"
1959,CNAG_03946,"galactokinase, variant"
1960,CNAG_03946,galactokinase
1961,CNAG_01425,hypothetical protein
1962,CNAG_01264,homoisocitrate dehydrogenase
1963,CNAG_03780,small subunit ribosomal protein S16
1964,CNAG_03450,ATP-binding cassette transporter
1965,CNAG_05630,hypothetical protein
1966,CNAG_02412,rRNA-processing protein CGR1
1967,CNAG_03592,phosphomethylpyrimidine kinase
1968,CNAG_05881,"alpha-1,2-mannosyltransferase"
1969,CNAG_05826,translation elongation factor Tu
1970,CNAG_05373,elongator complex protein 4
1971,CNAG_00563,hypothetical protein
1972,CNAG_01413,nucleolysin TIA-1/TIAR
1973,CNAG_05226,hypothetical protein
1974,CNAG_02657,translation initiation factor 3 subunit G
1975,CNAG_02687,hypothetical protein
1976,CNAG_05353,nuclear pore complex protein Nup133
1977,CNAG_01666,U6 snRNA-associated Sm-like protein LSm2
1978,CNAG_08026,hypothetical protein
1979,CNAG_04985,nascent polypeptide-associated complex subunit alpha
1980,CNAG_05705,hypothetical protein
1981,CNAG_00793,"DNA-directed RNA polymerase I, II, and III subunit RPABC1"
1982,CNAG_03493,1-alkyl-2-acetylglycerophosphocholine esterase
1983,CNAG_04503,hypothetical protein
1984,CNAG_07571,hypothetical protein
1985,CNAG_02753,endoplasmic reticulum protein
1986,CNAG_03210,"SAGA-associated factor 73, variant"
1987,CNAG_03210,SAGA-associated factor 73
1988,CNAG_03206,endonuclease III
1989,CNAG_06447,large subunit ribosomal protein L22
1990,CNAG_03198,small subunit ribosomal protein S8e
1991,CNAG_05880,hypothetical protein
1992,CNAG_00036,Sec14 cytosolic factor
1993,CNAG_04739,cytochrome c oxidase assembly protein COX19
1994,CNAG_05148,"beta-1,2-xylosyltransferase 1"
1995,CNAG_06639,E3 ubiquitin-protein ligase MARCH6
1996,CNAG_05570,hypothetical protein
1997,CNAG_01432,ribosome assembly protein 4
1998,CNAG_01432,"ribosome assembly protein 4, variant"
1999,CNAG_03205,ATP-dependent RNA helicase ROK1
2000,CNAG_05896,ubiquitin-like 1-activating enzyme E1 B
2001,CNAG_01613,hypothetical protein
2002,CNAG_01613,"hypothetical protein, variant"
2003,CNAG_07987,hypothetical protein
2004,CNAG_05292,"alpha,alpha-trehalose-phosphate synthase (UDP-forming)"
2005,CNAG_02583,tRNA (guanine10-N2)-methyltransferase
2006,CNAG_03951,hypothetical protein
2007,CNAG_01568,T-complex protein 1 subunit alpha
2008,CNAG_03589,adrenodoxin-type ferredoxin
2009,CNAG_00669,hypothetical protein
2010,CNAG_03499,twin-arginine translocation pathway signal peptide
2011,CNAG_00351,hypothetical protein
2012,CNAG_06711,signal recognition particle receptor subunit beta
2013,CNAG_06095,large subunit ribosomal protein L13e
2014,CNAG_01179,DNA-directed RNA polymerase I and III subunit RPAC1
2015,CNAG_00758,regulatory protein ral2
2016,CNAG_02267,cell cycle arrest protein BUB3
2017,CNAG_04298,nucleolar complex protein 3
2018,CNAG_03341,minichromosome maintenance protein 2
2019,CNAG_04791,hypothetical protein
2020,CNAG_03908,WD-repeat protein
2021,CNAG_00762,diphthamide biosynthesis protein 1
2022,CNAG_07735,U3 small nucleolar RNA-associated protein 25
2023,CNAG_05173,DNA-3-methyladenine glycosylase II
2024,CNAG_03646,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
2025,CNAG_01171,hypothetical protein
2026,CNAG_02084,farnesyl diphosphate synthase
2027,CNAG_05877,CDK-activating kinase assembly factor MAT1
2028,CNAG_00633,hypothetical protein
2029,CNAG_06451,hypothetical protein
2030,CNAG_06451,"hypothetical protein, variant"
2031,CNAG_05045,hypothetical protein
2032,CNAG_04170,WD-repeat protein
2033,CNAG_00535,large subunit ribosomal protein L16
2034,CNAG_06733,hypothetical protein
2035,CNAG_00435,hypothetical protein
2036,CNAG_01062,CAMK/CAMKL/PASK protein kinase
2037,CNAG_06968,hypothetical protein
2038,CNAG_01146,U3 small nucleolar RNA-associated protein 22
2039,CNAG_06847,small subunit ribosomal protein S28
2040,CNAG_05444,NADPH dehydrogenase
2041,CNAG_04822,deoxyhypusine synthase
2042,CNAG_01482,"solute carrier family 25 (mitochondrial phosphate transporter), member 23/24/25/41"
2043,CNAG_00752,transducin family protein
2044,CNAG_02939,peroxin-3
2045,CNAG_00533,mitochondrial import inner membrane translocase subunit TIM50
2046,CNAG_03445,hypothetical protein
2047,CNAG_04432,hypothetical protein
2048,CNAG_04259,H/ACA ribonucleoprotein complex subunit 1
2049,CNAG_01916,DNA mismatch repair protein MSH6
2050,CNAG_02034,hypothetical protein
2051,CNAG_05840,hypothetical protein
2052,CNAG_06192,hypothetical protein
2053,CNAG_00129,hypothetical protein
2054,CNAG_06093,protein transporter SEC24
2055,CNAG_03203,DNA polymerase epsilon p12 subunit
2056,CNAG_06861,hypothetical protein
2057,CNAG_00638,GTPase
2058,CNAG_02447,hypothetical protein
2059,CNAG_05405,hypothetical protein
2060,CNAG_07796,uroporphyrinogen-III C-methyltransferase
2061,CNAG_01498,arylsulfatase
2062,CNAG_03814,"small nuclear ribonucleoprotein Sm D2, variant"
2063,CNAG_03814,small nuclear ribonucleoprotein Sm D2
2064,CNAG_03945,hypothetical protein
2065,CNAG_00893,"hypothetical protein, variant"
2066,CNAG_00893,hypothetical protein
2067,CNAG_02113,clathrin assembly protein
2068,CNAG_02149,hypothetical protein
2069,CNAG_01003,NADPH-ferrihemoprotein reductase
2070,CNAG_03456,hypothetical protein
2071,CNAG_02793,kynurenine 3-monooxygenase
2072,CNAG_06248,protein TIF31
2073,CNAG_01819,large subunit ribosomal protein L1
2074,CNAG_03147,rhomboid-like protein
2075,CNAG_07253,hypothetical protein
2076,CNAG_06435,hypothetical protein
2077,CNAG_04957,hypothetical protein
2078,CNAG_06237,YeeE/YedE family protein
2079,CNAG_03006,hypothetical protein
2080,CNAG_04620,hypothetical protein
2081,CNAG_04825,hypothetical protein
2082,CNAG_04827,hypothetical protein
2083,CNAG_04689,hypothetical protein
2084,CNAG_07884,hypothetical protein
2085,CNAG_01304,polynucleotide 5'-hydroxyl-kinase GRC3
2086,CNAG_05439,CAMK/CAMK1/CAMK1-CMK protein kinase
2087,CNAG_06620,mitochondrial Rho GTPase 1
2088,CNAG_03055,bud site selection protein 20
2089,CNAG_01670,hypothetical protein
2090,CNAG_02021,N-terminal acetyltransferase A complex catalytic subunit Ard1
2091,CNAG_00935,DNA-binding protein
2092,CNAG_05157,hypothetical protein
2093,CNAG_02270,homoserine O-acetyltransferase
2094,CNAG_04797,signal recognition particle subunit SRP19
2095,CNAG_01715,ribosome biogenesis protein BMS1
2096,CNAG_03267,splicing factor 3B subunit 2
2097,CNAG_05629,endoribonuclease YSH1
2098,CNAG_06300,glutamate-cysteine ligase catalytic subunit
2099,CNAG_06300,"glutamate-cysteine ligase catalytic subunit, variant"
2100,CNAG_04202,cytosolic Fe-S cluster assembly factor NAR1
2101,CNAG_01437,ribosomal RNA assembly protein
2102,CNAG_04815,cytokinesis protein
2103,CNAG_01290,hypothetical protein
2104,CNAG_03231,hypothetical protein
2105,CNAG_03231,"hypothetical protein, variant"
2106,CNAG_04130,hypothetical protein
2107,CNAG_02407,phospholipase D
2108,CNAG_02896,hydroxymethylglutaryl-CoA synthase
2109,CNAG_02202,adenylylsulfate kinase
2110,CNAG_01869,hypothetical protein
2111,CNAG_03931,mitochondrial import receptor subunit TOM40
2112,CNAG_04740,hypothetical protein
2113,CNAG_01625,hypothetical protein
2114,CNAG_02535,hypothetical protein
2115,CNAG_01842,hypothetical protein
2116,CNAG_01495,myo-inositol 2-dehydrogenase
2117,CNAG_02444,hypothetical protein
2118,CNAG_02002,hypothetical protein
2119,CNAG_01245,hypothetical protein
2120,CNAG_06709,hypothetical protein
2121,CNAG_00986,adenylyltransferase and sulfurtransferase
2122,CNAG_04699,microfibrillar-associated protein 1
2123,CNAG_03631,hypothetical protein
2124,CNAG_00007,methionine-tRNA ligase
2125,CNAG_06273,hypothetical protein
2126,CNAG_04276,cytosine-purine permease
2127,CNAG_02782,cytoplasmic protein
2128,CNAG_06357,"hypothetical protein, variant"
2129,CNAG_06357,hypothetical protein
2130,CNAG_01956,hypothetical protein
2131,CNAG_02422,hypothetical protein
2132,CNAG_00580,translation initiation factor IF-2
2133,CNAG_02910,hypothetical protein
2134,CNAG_05604,hypothetical protein
2135,CNAG_01267,hypothetical protein
2136,CNAG_03303,small subunit ribosomal protein S27
2137,CNAG_06355,hypothetical protein
2138,CNAG_03467,hypothetical protein
2139,CNAG_01020,hypothetical protein
2140,CNAG_06641,DNA-directed RNA polymerase III subunit RPC6
2141,CNAG_01940,alpha-amylase
2142,CNAG_01940,"alpha-amylase, variant"
2143,CNAG_01759,vacuolar membrane protein
2144,CNAG_03678,hypothetical protein
2145,CNAG_02482,translation machinery-associated protein 22
2146,CNAG_04443,hypothetical protein
2147,CNAG_03003,chromatin structure-remodeling complex subunit SFH1
2148,CNAG_03175,hypothetical protein
2149,CNAG_02439,hypothetical protein
2150,CNAG_02439,"hypothetical protein, variant"
2151,CNAG_04157,kinetochore protein Mis12/MTW1
2152,CNAG_04607,hypothetical protein
2153,CNAG_05854,hypothetical protein
2154,CNAG_02788,hypothetical protein
2155,CNAG_05315,taurine catabolism dioxygenase TauD
2156,CNAG_04132,pre-mRNA-splicing factor CWC2
2157,CNAG_04132,"pre-mRNA-splicing factor CWC2, variant"
2158,CNAG_05307,beta-catenin-like protein 1
2159,CNAG_02101,hypothetical protein
2160,CNAG_06560,esterase
2161,CNAG_01345,small subunit ribosomal protein S2
2162,CNAG_02690,pirin
2163,CNAG_06748,U3 small nucleolar RNA-associated protein 7
2164,CNAG_05708,ubiquitin carboxyl-terminal hydrolase 5/13
2165,CNAG_04338,cation diffusion facilitator 1
2166,CNAG_07350,hypothetical protein
2167,CNAG_02304,mitochondrial distribution and morphology protein 34
2168,CNAG_06358,hypothetical protein
2169,CNAG_06115,acid phosphatase
2170,CNAG_05149,protoheme IX farnesyltransferase
2171,CNAG_04838,hypothetical protein
2172,CNAG_01387,hypothetical protein
2173,CNAG_03976,hypothetical protein
2174,CNAG_05375,hypothetical protein
2175,CNAG_07509,xaa-Pro aminopeptidase
2176,CNAG_00822,ribosome assembly protein SQT1
2177,CNAG_03124,periodic tryptophan protein 2
2178,CNAG_06277,ribosomal RNA-processing protein 12
2179,CNAG_06293,hypothetical protein
2180,CNAG_04529,cytochrome c oxidase-assembly factor COX16
2181,CNAG_05075,solute carrier family 20 (sodium-dependent phosphate transporter)
2182,CNAG_06893,hypothetical protein
2183,CNAG_06874,HpcH/HpaI aldolase/citrate lyase
2184,CNAG_01597,hypothetical protein
2185,CNAG_03048,gluconokinase
2186,CNAG_00334,hsp75-like protein
2187,CNAG_05623,chorismate synthase
2188,CNAG_01611,hypothetical protein
2189,CNAG_06680,COP9 signalosome complex subunit 6
2190,CNAG_00418,S-adenosylmethionine synthase
2191,CNAG_00361,hypothetical protein
2192,CNAG_01152,small subunit ribosomal protein S6e
2193,CNAG_01152,"small subunit ribosomal protein S6e, variant"
2194,CNAG_06236,RNA exonuclease NGL2
2195,CNAG_06208,heat shock 70kDa protein 4
2196,CNAG_03584,Prp8 binding protein
2197,CNAG_02037,large subunit ribosomal protein L22
2198,CNAG_03301,mitochondrial import inner membrane translocase subunit TIM13
2199,CNAG_04257,hypothetical protein
2200,CNAG_06669,hypothetical protein
2201,CNAG_04235,hypothetical protein
2202,CNAG_00510,prefoldin subunit 2
2203,CNAG_03302,protein LTV1
2204,CNAG_04953,hypothetical protein
2205,CNAG_06930,hypothetical protein
2206,CNAG_06152,hypothetical protein
2207,CNAG_01563,histone deacetylase 6/10
2208,CNAG_04448,large subunit ribosomal protein L19e
2209,CNAG_01976,large subunit ribosomal protein L23
2210,CNAG_06213,hypothetical protein
2211,CNAG_05118,hypothetical protein
2212,CNAG_03940,elongator complex protein 2
2213,CNAG_02133,6-phosphogluconolactonase
2214,CNAG_01185,hsp70-like protein
2215,CNAG_00406,hypothetical protein
2216,CNAG_01323,ubiquinol-cytochrome c reductase subunit 7
2217,CNAG_06997,tRNA-dihydrouridine synthase 3
2218,CNAG_01085,hypothetical protein
2219,CNAG_04680,hypothetical protein
2220,CNAG_03357,hypothetical protein
2221,CNAG_00845,hypothetical protein
2222,CNAG_00655,large subunit acidic ribosomal protein P1
2223,CNAG_07518,ribonuclease P/MRP protein subunit POP5
2224,CNAG_02900,hypothetical protein
2225,CNAG_05968,cell division control protein 42
2226,CNAG_02720,nuclear GTP-binding protein
2227,CNAG_04204,transcription elongation factor SPT4
2228,CNAG_03437,hypothetical protein
2229,CNAG_00522,"C2 domain-containing protein, variant"
2230,CNAG_00522,C2 domain-containing protein
2231,CNAG_07164,hypothetical protein
2232,CNAG_07164,"hypothetical protein, variant"
2233,CNAG_06774,tRNA (guanine-N(7)-)-methyltransferase
2234,CNAG_00872,ATP-dependent DNA helicase
2235,CNAG_01452,hypothetical protein
2236,CNAG_06319,hypothetical protein
2237,CNAG_05344,hemolysin
2238,CNAG_03595,hypothetical protein
2239,CNAG_07801,aldo-keto reductase
2240,CNAG_05242,hypothetical protein
2241,CNAG_01363,XPA-binding protein 1
2242,CNAG_04876,"endo-1,3(4)-beta-glucanase"
2243,CNAG_07519,hypothetical protein
2244,CNAG_00846,hypothetical protein
2245,CNAG_03986,nam9 protein
2246,CNAG_05407,hypothetical protein
2247,CNAG_04860,hypothetical protein
2248,CNAG_02454,H/ACA ribonucleoprotein complex non-core subunit NAF1
2249,CNAG_04264,ubiquinone biosynthesis monooxygenase COQ6
2250,CNAG_06626,pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43
2251,CNAG_06112,carbamoyl-phosphate synthase arginine-specific large chain
2252,CNAG_01364,guanylate kinase
2253,CNAG_05800,large subunit ribosomal protein L33-b
2254,CNAG_04115,hypothetical protein
2255,CNAG_05762,large subunit acidic ribosomal protein P2
2256,CNAG_02880,GTP-binding protein YchF
2257,CNAG_05722,alanine-tRNA ligase
2258,CNAG_00084,glutamine-tRNA ligase
2259,CNAG_02126,hypothetical protein
2260,CNAG_05801,hypothetical protein
2261,CNAG_07465,hypothetical protein
2262,CNAG_06776,membrane protein
2263,CNAG_06776,"membrane protein, variant"
2264,CNAG_04275,metalloendopeptidase
2265,CNAG_04367,hypothetical protein
2266,CNAG_02677,cytoplasmic protein
2267,CNAG_01014,hypothetical protein
2268,CNAG_02803,hypothetical protein
2269,CNAG_03510,large subunit ribosomal protein L36e
2270,CNAG_02358,MRP family ATP-binding protein
2271,CNAG_07374,DNA-directed RNA polymerase III subunit RPC5
2272,CNAG_02810,"pumilio-family RNA binding protein, variant"
2273,CNAG_02810,pumilio-family RNA binding protein
2274,CNAG_04383,acetyltransferase
2275,CNAG_03358,phosphoglycerate kinase
2276,CNAG_02032,nuclear export factor
2277,CNAG_04455,peroxisomal membrane protein 4
2278,CNAG_05409,replication factor C subunit 2/4
2279,CNAG_02519,mitochondria fission 1 protein
2280,CNAG_04671,hypothetical protein
2281,CNAG_03363,hypothetical protein
2282,CNAG_04360,tRNA (guanine37-N1)-methyltransferase
2283,CNAG_00260,transformer-2 protein
2284,CNAG_03761,mRNA 3'-end-processing protein RNA14
2285,CNAG_04897,hypothetical protein
2286,CNAG_05751,hypothetical protein
2287,CNAG_04700,hypothetical protein
2288,CNAG_03897,protein BCP1
2289,CNAG_00190,hypothetical protein
2290,CNAG_01162,hypothetical protein
2291,CNAG_07866,"transcription initiation factor TFIIA small subunit, variant 1"
2292,CNAG_07866,"transcription initiation factor TFIIA small subunit, variant 2"
2293,CNAG_07866,transcription initiation factor TFIIA small subunit
2294,CNAG_01576,hypothetical protein
2295,CNAG_00195,exosome complex protein LRP1
2296,CNAG_05455,translation initiation factor eIF-1A
2297,CNAG_04053,hypothetical protein
2298,CNAG_07977,hypothetical protein
2299,CNAG_03053,large subunit ribosomal protein L23
2300,CNAG_02394,hypothetical protein
2301,CNAG_05324,sugar transporter
2302,CNAG_06141,dUTP pyrophosphatase
2303,CNAG_05101,U3 small nucleolar RNA-associated protein 12
2304,CNAG_02891,endoplasmic reticulum protein
2305,CNAG_03098,hypothetical protein
2306,CNAG_02360,hypothetical protein
2307,CNAG_00301,hypothetical protein
2308,CNAG_05232,large subunit ribosomal protein L8
2309,CNAG_05280,F-box and leucine-rich repeat protein GRR1
2310,CNAG_04451,ribonuclease P/MRP protein subunit POP1
2311,CNAG_04896,tyrosine-tRNA ligase
2312,CNAG_01123,DRAP deaminase
2313,CNAG_06402,26S proteasome complex subunit DSS1
2314,CNAG_05591,hypothetical protein
2315,CNAG_05591,"hypothetical protein, variant"
2316,CNAG_03005,cytoplasmic tRNA 2-thiolation protein 2
2317,CNAG_04494,U1 small nuclear ribonucleoprotein C
2318,CNAG_02842,hypothetical protein
2319,CNAG_00722,large subunit ribosomal protein L27
2320,CNAG_07548,cytoplasmic protein
2321,CNAG_06378,hypothetical protein
2322,CNAG_03602,U3 small nucleolar RNA-associated protein 5
2323,CNAG_04682,DNA replication complex GINS protein PSF3
2324,CNAG_01898,protein MAK11
2325,CNAG_00231,hypothetical protein
2326,CNAG_05706,hypothetical protein
2327,CNAG_00532,hypothetical protein
2328,CNAG_03196,orotate phosphoribosyltransferase
2329,CNAG_02431,TatD DNase
2330,CNAG_06061,translation initiation factor 3 subunit E
2331,CNAG_04355,hypothetical protein
2332,CNAG_06060,hypothetical protein
2333,CNAG_04686,hypothetical protein
2334,CNAG_07390,hypothetical protein
2335,CNAG_07612,hypothetical protein
2336,CNAG_03509,pyruvate dehydrogenase X component
2337,CNAG_00495,hypothetical protein
2338,CNAG_03186,THO complex subunit 4
2339,CNAG_04925,nuclear protein
2340,CNAG_07499,chitin synthase
2341,CNAG_07631,hypothetical protein
2342,CNAG_00590,para-aminobenzoate synthetase
2343,CNAG_00791,hypothetical protein
2344,CNAG_01868,protein KTI12
2345,CNAG_04375,hexaprenyl-diphosphate synthase
2346,CNAG_04679,histone deacetylase complex subunit
2347,CNAG_06922,anon-23da protein
2348,CNAG_02361,"MFS transporter, ACS family, pantothenate transporter"
2349,CNAG_07356,"succinate dehydrogenase, cytochrome b556 subunit"
2350,CNAG_04595,hypothetical protein
2351,CNAG_05196,nuclear cap-binding protein subunit 2
2352,CNAG_06779,small nuclear ribonucleoprotein D1
2353,CNAG_05846,ubiquitin-conjugating enzyme E2 O
2354,CNAG_06948,essential nuclear protein 1
2355,CNAG_04081,hypothetical protein
2356,CNAG_00779,large subunit ribosomal protein L27e
2357,CNAG_04315,hypothetical protein
2358,CNAG_05446,kexin
2359,CNAG_03769,hexokinase
2360,CNAG_01881,molecular chaperone GrpE
2361,CNAG_05559,hypothetical protein
2362,CNAG_00265,isopentenyl-diphosphate delta-isomerase
2363,CNAG_03282,hypothetical protein
2364,CNAG_06003,hypothetical protein
2365,CNAG_07163,preprotein translocase subunit YidC
2366,CNAG_07887,hypothetical protein
2367,CNAG_04287,mitochondrial import inner membrane translocase subunit
2368,CNAG_00569,GTP cyclohydrolase II
2369,CNAG_01622,CTD kinase subunit beta
2370,CNAG_01543,AP-3 complex subunit beta
2371,CNAG_02539,AAT family amino acid transporter
2372,CNAG_00034,large subunit ribosomal protein L9e
2373,CNAG_03061,multiple drug resistance protein
2374,CNAG_05333,hypothetical protein
2375,CNAG_04243,cell division control protein 24
2376,CNAG_00086,"N2,N2-dimethylguanosine tRNA methyltransferase"
2377,CNAG_04466,hypothetical protein
2378,CNAG_05414,hypothetical protein
2379,CNAG_02547,nuclear pore complex protein Nup205
2380,CNAG_02416,hypothetical protein
2381,CNAG_03930,hypothetical protein
2382,CNAG_05309,hypothetical protein
2383,CNAG_04437,"nicotinamide riboside kinase, variant"
2384,CNAG_04437,nicotinamide riboside kinase
2385,CNAG_05982,"MFS transporter, SP family, general alpha glucoside:H symporter"
2386,CNAG_02415,annexin XIV
2387,CNAG_00116,small subunit ribosomal protein S3
2388,CNAG_01820,"pyruvate kinase, variant"
2389,CNAG_01820,pyruvate kinase
2390,CNAG_01699,histone deacetylase 1/2
2391,CNAG_05776,hypothetical protein
2392,CNAG_03497,BET3 family protein
2393,CNAG_00441,inosine-5'-monophosphate dehydrogenase
2394,CNAG_01021,ATP phosphoribosyltransferase
2395,CNAG_02967,hypothetical protein
2396,CNAG_04628,translation initiation factor 6
2397,CNAG_05268,hypothetical protein
2398,CNAG_05360,ATP-dependent RNA helicase MAK5
2399,CNAG_07502,CTP synthase
2400,CNAG_05789,hypothetical protein
2401,CNAG_04273,hypothetical protein
2402,CNAG_04056,hypothetical protein
2403,CNAG_06226,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 5
2404,CNAG_01038,hypothetical protein
2405,CNAG_00991,flap endonuclease 1
2406,CNAG_03187,protoporphyrinogen oxidase
2407,CNAG_04093,hypothetical protein
2408,CNAG_01012,hypothetical protein
2409,CNAG_06535,ribosome biogenesis protein UTP30
2410,CNAG_01046,"N,N-dimethylglycine oxidase"
2411,CNAG_04843,Atypical/ABC1/ABC1-B protein kinase
2412,CNAG_02672,nonsense-mediated mRNA decay protein 3
2413,CNAG_03001,multiple RNA-binding domain-containing protein 1
2414,CNAG_05369,beta-glucosidase
2415,CNAG_05369,"beta-glucosidase, variant 2"
2416,CNAG_05369,"beta-glucosidase, variant 1"
2417,CNAG_02109,"type I inositol-1,4,5-trisphosphate 5-phosphatase 1"
2418,CNAG_02825,argininosuccinate lyase
2419,CNAG_07453,hypothetical protein
2420,CNAG_00352,A1 cistron-splicing factor AAR2
2421,CNAG_06771,hypothetical protein
2422,CNAG_02398,hypothetical protein
2423,CNAG_06006,hypothetical protein
2424,CNAG_04361,hypothetical protein
2425,CNAG_05076,hypothetical protein
2426,CNAG_04001,20S proteasome subunit alpha 1
2427,CNAG_04446,hypothetical protein
2428,CNAG_05057,"hypothetical protein, variant"
2429,CNAG_05057,hypothetical protein
2430,CNAG_05387,galactose transporter
2431,CNAG_05639,hypothetical protein
2432,CNAG_06174,PEK/GCN2 protein kinase
2433,CNAG_01305,methionine-tRNA ligase
2434,CNAG_02546,transferase
2435,CNAG_05413,"phosphatidylinositol glycan, class Q, variant"
2436,CNAG_05413,"phosphatidylinositol glycan, class Q"
2437,CNAG_00059,hypothetical protein
2438,CNAG_04839,"exosome complex component MTR3, animal type"
2439,CNAG_05008,hypothetical protein
2440,CNAG_07927,hypothetical protein
2441,CNAG_07927,"hypothetical protein, variant"
2442,CNAG_06538,monocarboxylic acid transporter
2443,CNAG_06220,allergen
2444,CNAG_01201,hypothetical protein
2445,CNAG_06763,serine-tRNA ligase
2446,CNAG_05526,ino eighty subunit 2
2447,CNAG_01758,polygalacturonase
2448,CNAG_02960,RNA exonuclease 4
2449,CNAG_08006,hypothetical protein
2450,CNAG_04286,"DNA-directed RNA polymerase I, II, and III subunit RPABC3"
2451,CNAG_01029,impact family protein
2452,CNAG_01029,"impact family protein, variant"
2453,CNAG_01250,tRNA ligase
2454,CNAG_01262,guanine nucleotide-binding protein subunit beta
2455,CNAG_03165,hypothetical protein
2456,CNAG_00891,"ATP-binding cassette, subfamily F, member 2"
2457,CNAG_00012,hypothetical protein
2458,CNAG_05661,FACT complex subunit POB3
2459,CNAG_03991,integral membrane protein
2460,CNAG_01942,hypothetical protein
2461,CNAG_08003,hypothetical protein
2462,CNAG_07857,hypothetical protein
2463,CNAG_06436,hypothetical protein
2464,CNAG_05240,signal recognition particle subunit SRP68
2465,CNAG_00180,ubiquitin carboxyl-terminal hydrolase L3
2466,CNAG_05617,"phosphatidylinositol glycan, class O"
2467,CNAG_05617,"phosphatidylinositol glycan, class O, variant"
2468,CNAG_00055,hypothetical protein
